1,1494494679.61,320,2,1494494679.61,304,3,1494494679.61,0,5,1494494679.61,0,6,1494494679.61,0,7,1494494679.61,306,8,1494494679.61,0,9,1494494679.61,0,10,1494494679.61,314,11,1494494679.61,0,100,1494494679.54,230,101,1494492618.54,0,102,1494492618.54,314,
1,1494494679.71,330,2,1494494679.71,308,3,1494494679.71,0,5,1494494679.71,0,6,1494494679.71,0,7,1494494679.71,302,8,1494494679.71,0,9,1494494679.71,0,10,1494494679.71,322,11,1494494679.71,0,100,1494494679.64,230,101,1494492618.54,0,102,1494492618.54,314,
1,1494494679.82,339,2,1494494679.82,313,3,1494494679.82,0,5,1494494679.82,0,6,1494494679.82,0,7,1494494679.82,300,8,1494494679.82,0,9,1494494679.82,0,10,1494494679.82,326,11,1494494679.82,0,100,1494494679.74,230,101,1494492618.54,0,102,1494492618.54,322,
1,1494494679.92,336,2,1494494679.92,315,3,1494494679.92,0,5,1494494679.92,0,6,1494494679.92,0,7,1494494679.92,300,8,1494494679.93,0,9,1494494679.93,0,10,1494494679.93,331,11,1494494679.93,0,100,1494494679.84,230,101,1494492618.54,0,102,1494492618.54,326,
1,1494494680.02,343,2,1494494680.02,319,3,1494494680.02,0,5,1494494680.02,0,6,1494494680.02,0,7,1494494680.02,298,8,1494494680.02,0,9,1494494680.02,0,10,1494494680.02,335,11,1494494680.02,0,100,1494494679.94,170,101,1494492618.54,0,102,1494492618.54,331,
1,1494494680.13,352,2,1494494680.13,327,3,1494494680.13,0,5,1494494680.13,0,6,1494494680.13,0,7,1494494680.13,307,8,1494494680.13,0,9,1494494680.13,0,10,1494494680.13,342,11,1494494680.13,0,100,1494494680.04,170,101,1494492618.54,0,102,1494492618.54,335,
1,1494494680.23,346,2,1494494680.23,329,3,1494494680.23,0,5,1494494680.23,0,6,1494494680.23,0,7,1494494680.23,314,8,1494494680.23,0,9,1494494680.23,0,10,1494494680.23,347,11,1494494680.23,0,100,1494494680.15,170,101,1494492618.54,0,102,1494492618.54,342,
1,1494494680.34,335,2,1494494680.34,333,3,1494494680.34,0,5,1494494680.34,0,6,1494494680.34,0,7,1494494680.34,316,8,1494494680.34,0,9,1494494680.34,0,10,1494494680.34,351,11,1494494680.34,0,100,1494494680.25,170,101,1494492618.54,0,102,1494492618.54,347,
1,1494494680.44,322,2,1494494680.44,333,3,1494494680.44,0,5,1494494680.44,0,6,1494494680.44,0,7,1494494680.44,321,8,1494494680.44,0,9,1494494680.44,0,10,1494494680.44,359,11,1494494680.44,0,100,1494494680.36,170,101,1494492618.54,0,102,1494492618.54,351,
1,1494494680.55,315,2,1494494680.55,328,3,1494494680.55,0,5,1494494680.55,0,6,1494494680.55,0,7,1494494680.55,324,8,1494494680.55,0,9,1494494680.55,0,10,1494494680.55,358,11,1494494680.55,0,100,1494494680.47,170,101,1494492618.54,0,102,1494492618.54,359,
1,1494494680.66,309,2,1494494680.66,321,3,1494494680.66,0,5,1494494680.66,0,6,1494494680.66,0,7,1494494680.66,328,8,1494494680.66,0,9,1494494680.66,0,10,1494494680.66,352,11,1494494680.66,0,100,1494494680.56,170,101,1494492618.54,0,102,1494492618.54,358,
1,1494494680.76,300,2,1494494680.76,315,3,1494494680.76,0,5,1494494680.76,0,6,1494494680.76,0,7,1494494680.76,324,8,1494494680.76,0,9,1494494680.76,0,10,1494494680.76,354,11,1494494680.76,0,100,1494494680.67,170,101,1494492618.54,0,102,1494492618.54,352,
1,1494494680.87,294,2,1494494680.87,305,3,1494494680.87,0,5,1494494680.87,0,6,1494494680.87,0,7,1494494680.87,319,8,1494494680.87,0,9,1494494680.87,0,10,1494494680.87,353,11,1494494680.87,0,100,1494494680.78,170,101,1494492618.54,0,102,1494492618.54,354,
1,1494494680.97,290,2,1494494680.97,292,3,1494494680.97,0,5,1494494680.97,0,6,1494494680.97,0,7,1494494680.97,311,8,1494494680.97,0,9,1494494680.97,0,10,1494494680.97,349,11,1494494680.97,0,100,1494494680.88,230,101,1494492618.54,0,102,1494492618.54,353,
1,1494494681.09,289,2,1494494681.09,289,3,1494494681.09,0,5,1494494681.09,0,6,1494494681.09,0,7,1494494681.09,303,8,1494494681.09,563,9,1494494681.09,0,10,1494494681.09,342,11,1494494681.09,0,100,1494494681.08,230,101,1494492618.54,0,102,1494492618.54,349,
1,1494494681.19,291,2,1494494681.19,285,3,1494494681.19,0,5,1494494681.19,0,6,1494494681.19,0,7,1494494681.19,296,8,1494494681.19,354,9,1494494681.19,0,10,1494494681.19,332,11,1494494681.19,0,100,1494494681.18,230,101,1494492618.54,0,102,1494492618.54,342,
1,1494494681.32,299,2,1494494681.32,285,3,1494494681.32,0,5,1494494681.32,0,6,1494494681.32,0,7,1494494681.32,294,8,1494494681.32,265,9,1494494681.32,0,10,1494494681.32,317,11,1494494681.32,0,100,1494494681.29,170,101,1494492618.54,0,102,1494492618.54,332,
1,1494494681.41,310,2,1494494681.41,282,3,1494494681.41,0,5,1494494681.41,0,6,1494494681.41,0,7,1494494681.41,291,8,1494494681.41,254,9,1494494681.41,0,10,1494494681.41,309,11,1494494681.41,0,100,1494494681.39,170,101,1494492618.54,0,102,1494492618.54,317,
1,1494494681.52,319,2,1494494681.52,282,3,1494494681.52,0,5,1494494681.52,0,6,1494494681.52,0,7,1494494681.52,284,8,1494494681.52,291,9,1494494681.52,0,10,1494494681.52,305,11,1494494681.52,0,100,1494494681.5,170,101,1494492618.54,0,102,1494492618.54,309,
1,1494494681.65,319,2,1494494681.65,284,3,1494494681.65,0,5,1494494681.65,0,6,1494494681.65,0,7,1494494681.65,277,8,1494494681.65,333,9,1494494681.65,0,10,1494494681.65,303,11,1494494681.65,0,100,1494494681.6,230,101,1494492618.54,0,102,1494492618.54,305,
1,1494494681.73,309,2,1494494681.73,283,3,1494494681.73,0,5,1494494681.73,0,6,1494494681.73,0,7,1494494681.73,282,8,1494494681.73,408,9,1494494681.73,0,10,1494494681.73,308,11,1494494681.73,0,100,1494494681.7,230,101,1494492618.54,0,102,1494492618.54,303,
1,1494494681.83,309,2,1494494681.83,283,3,1494494681.83,0,5,1494494681.83,0,6,1494494681.83,0,7,1494494681.83,285,8,1494494681.83,466,9,1494494681.83,0,10,1494494681.83,314,11,1494494681.83,0,100,1494494681.81,230,101,1494492618.54,0,102,1494492618.54,308,
1,1494494681.94,318,2,1494494681.94,283,3,1494494681.94,0,5,1494494681.94,0,6,1494494681.94,0,7,1494494681.94,285,8,1494494681.94,533,9,1494494681.94,0,10,1494494681.94,318,11,1494494681.94,0,100,1494494681.91,170,101,1494492618.54,0,102,1494492618.54,314,
1,1494494682.05,327,2,1494494682.05,287,3,1494494682.05,0,5,1494494682.05,0,6,1494494682.05,0,7,1494494682.05,288,8,1494494682.05,608,9,1494494682.05,0,10,1494494682.05,315,11,1494494682.05,0,100,1494494682.01,230,101,1494492618.54,0,102,1494492618.54,318,
1,1494494682.14,335,2,1494494682.14,292,3,1494494682.14,0,5,1494494682.14,0,6,1494494682.14,0,7,1494494682.14,288,8,1494494682.14,694,9,1494494682.14,0,10,1494494682.14,324,11,1494494682.14,0,100,1494494682.11,230,101,1494492618.54,0,102,1494492618.54,315,
1,1494494682.26,335,2,1494494682.26,296,3,1494494682.26,0,5,1494494682.26,0,6,1494494682.26,0,7,1494494682.26,289,8,1494494682.26,0,9,1494494682.26,0,10,1494494682.26,327,11,1494494682.26,0,100,1494494682.22,170,101,1494492618.54,0,102,1494492618.54,324,
1,1494494682.37,343,2,1494494682.37,299,3,1494494682.37,0,5,1494494682.37,0,6,1494494682.37,0,7,1494494682.37,294,8,1494494682.37,0,9,1494494682.37,0,10,1494494682.37,331,11,1494494682.37,0,100,1494494682.32,170,101,1494492618.54,0,102,1494492618.54,327,
